blist_genes_no_vers
ENSG00000258771
ENSG00000258780
ENSG00000258797
ENSG00000258799
ENSG00000258848
ENSG00000258855
ENSG00000258883
ENSG00000258916
ENSG00000258997
ENSG00000259025
ENSG00000259089
ENSG00000259098
ENSG00000259156
ENSG00000259214
ENSG00000259261
ENSG00000259324
ENSG00000259383
ENSG00000259435
ENSG00000259443
ENSG00000259698
ENSG00000259769
ENSG00000260409
ENSG00000260739
ENSG00000260986
ENSG00000261048
ENSG00000261554
ENSG00000264902
ENSG00000265322
ENSG00000265793
ENSG00000266545
ENSG00000268531
ENSG00000270185
ENSG00000270356
ENSG00000270451
ENSG00000270505
ENSG00000270685
ENSG00000270824
ENSG00000270831
ENSG00000271288
ENSG00000271336
ENSG00000271507
ENSG00000273679
ENSG00000274102
ENSG00000274279
ENSG00000274499
ENSG00000274568
ENSG00000274835
ENSG00000275174
ENSG00000275363
ENSG00000276550
ENSG00000277243
ENSG00000277322
ENSG00000277561
ENSG00000277841
ENSG00000277865
ENSG00000277988
ENSG00000278263
ENSG00000278497
ENSG00000278522
ENSG00000278626
ENSG00000278935
ENSG00000279408
ENSG00000279445
ENSG00000279595
ENSG00000279628
ENSG00000279639
ENSG00000280655
ENSG00000280703
ENSG00000280709
ENSG00000280881
ENSG00000281087
ENSG00000281113
ENSG00000281179
ENSG00000281347
ENSG00000281550
ENSG00000281909
ENSG00000282089
ENSG00000282268
ENSG00000282520
ENSG00000282599
ENSG00000283524
ENSG00000283680
ENSG00000284500
ENSG00000284788
ENSG00000284834
ENSG00000284892
ENSG00000284988
ENSG00000285116
ENSG00000285135
ENSG00000285405
ENSG00000285472
ENSG00000285491
ENSG00000287122
ENSG00000287345
ENSG00000175676
ENSG00000259414
ENSG00000260399
ENSG00000261739
ENSG00000273756
ENSG00000273976
ENSG00000273981
ENSG00000274099
ENSG00000274471
ENSG00000276941
ENSG00000277505
ENSG00000278541
ENSG00000278552
ENSG00000206190
ENSG00000128731
ENSG00000153684
ENSG00000183629
ENSG00000206149
ENSG00000227717
ENSG00000237850
ENSG00000254398
ENSG00000256338
ENSG00000260053
ENSG00000260159
ENSG00000260444
ENSG00000261041
ENSG00000261365
ENSG00000261401
ENSG00000261497
ENSG00000261524
ENSG00000261561
ENSG00000261581
ENSG00000263964
ENSG00000266039
ENSG00000274532
ENSG00000274814
ENSG00000276891
ENSG00000276928
ENSG00000276955
ENSG00000284628
ENSG00000166664
ENSG00000178081
ENSG00000178115
ENSG00000179938
ENSG00000186399
ENSG00000206972
ENSG00000207430
ENSG00000207432
ENSG00000215302
ENSG00000225930
ENSG00000229389
ENSG00000238519
ENSG00000238783
ENSG00000247728
ENSG00000259890
ENSG00000259906
ENSG00000259993
ENSG00000260128
ENSG00000260693
ENSG00000260784
ENSG00000260897
ENSG00000261247
ENSG00000261747
ENSG00000261792
ENSG00000261794
ENSG00000263070
ENSG00000269930
ENSG00000270016
ENSG00000270055
ENSG00000270955
ENSG00000271333
ENSG00000273818
ENSG00000274424
ENSG00000274966
ENSG00000277031
ENSG00000277467
ENSG00000277637
ENSG00000279417
ENSG00000283345
ENSG00000284906
ENSG00000285077
ENSG00000259845
ENSG00000175344
ENSG00000198826
ENSG00000201084
ENSG00000206127
ENSG00000206987
ENSG00000207257
ENSG00000215304
ENSG00000223509
ENSG00000232653
ENSG00000244952
ENSG00000249931
ENSG00000254912
ENSG00000260211
ENSG00000260642
ENSG00000261064
ENSG00000261279
ENSG00000261375
ENSG00000261491
ENSG00000261708
ENSG00000262728
ENSG00000270789
ENSG00000271078
ENSG00000274076
ENSG00000275776
ENSG00000276724
ENSG00000277464
ENSG00000279912
ENSG00000285948
ENSG00000288627
ENSG00000151575
ENSG00000140463
ENSG00000175202
ENSG00000215186
ENSG00000259783
ENSG00000259909
ENSG00000261281
ENSG00000274350
ENSG00000159289
ENSG00000167178
ENSG00000214702
ENSG00000278604
ENSG00000140478
ENSG00000167195
ENSG00000275992
ENSG00000277295
ENSG00000169783
ENSG00000237550
ENSG00000259429
ENSG00000274376
ENSG00000278662
ENSG00000182774
ENSG00000197978
ENSG00000255769
ENSG00000259637
ENSG00000260836
ENSG00000275695
ENSG00000276710
ENSG00000277741
ENSG00000278013
ENSG00000278202
ENSG00000278603
ENSG00000284803
ENSG00000197627
ENSG00000230373
ENSG00000235370
ENSG00000259244
ENSG00000259302
ENSG00000259538
ENSG00000259551
ENSG00000259774
ENSG00000272887
ENSG00000278785
ENSG00000259660
ENSG00000177693
ENSG00000183909
ENSG00000185596
ENSG00000248472
ENSG00000248893
ENSG00000259553
ENSG00000259646
ENSG00000275449
ENSG00000275771
ENSG00000284557
ENSG00000169203
ENSG00000181625
ENSG00000183336
ENSG00000205534
ENSG00000213648
ENSG00000254634
ENSG00000257506
ENSG00000257691
ENSG00000258150
ENSG00000260280
ENSG00000260335
ENSG00000261740
ENSG00000279228
ENSG00000288632
ENSG00000262561
ENSG00000284209
ENSG00000286968
ENSG00000288300
ENSG00000179755
ENSG00000216671
ENSG00000260854
ENSG00000261566
ENSG00000262885
ENSG00000278138
ENSG00000287353
ENSG00000222359
ENSG00000260507
ENSG00000260528
ENSG00000260923
ENSG00000261172
ENSG00000277349
ENSG00000268320
ENSG00000277613
ENSG00000280136
ENSG00000280279
ENSG00000181031
ENSG00000141252
ENSG00000263015
ENSG00000159842
ENSG00000072134
ENSG00000154016
ENSG00000189152
ENSG00000197665
ENSG00000228157
ENSG00000230197
ENSG00000236022
ENSG00000261987
ENSG00000262074
ENSG00000262202
ENSG00000262292
ENSG00000262319
ENSG00000263206
ENSG00000263394
ENSG00000263934
ENSG00000264940
ENSG00000265185
ENSG00000265746
ENSG00000266311
ENSG00000266664
ENSG00000277947
ENSG00000279825
ENSG00000281000
ENSG00000281856
ENSG00000283566
ENSG00000243655
ENSG00000256618
ENSG00000263914
ENSG00000264168
ENSG00000266529
ENSG00000263433
ENSG00000236383
ENSG00000273709
ENSG00000274062
ENSG00000274432
ENSG00000274452
ENSG00000274585
ENSG00000274862
ENSG00000275219
ENSG00000275616
ENSG00000276596
ENSG00000277903
ENSG00000278048
ENSG00000278591
ENSG00000278774
ENSG00000131484
ENSG00000204650
ENSG00000204652
ENSG00000214425
ENSG00000263503
ENSG00000263715
ENSG00000264070
ENSG00000266504
ENSG00000266918
ENSG00000267198
ENSG00000267246
ENSG00000278770
ENSG00000280022
ENSG00000285668
ENSG00000262902
ENSG00000173213
ENSG00000262181
ENSG00000262352
ENSG00000263305
ENSG00000282965
ENSG00000263006
ENSG00000277521
ENSG00000272461
ENSG00000132205
ENSG00000167216
ENSG00000275553
ENSG00000288607
ENSG00000288616
ENSG00000288631
ENSG00000175387
ENSG00000267541
ENSG00000187323
ENSG00000215421
ENSG00000130856
ENSG00000176695
ENSG00000222329
ENSG00000266971
ENSG00000267310
ENSG00000267792
ENSG00000281379
ENSG00000282051
ENSG00000282059
ENSG00000282137
ENSG00000282339
ENSG00000282393
ENSG00000282416
ENSG00000282458
ENSG00000282508
ENSG00000282535
ENSG00000282542
ENSG00000282591
ENSG00000282798
ENSG00000282807
ENSG00000283801
ENSG00000182315
ENSG00000196589
ENSG00000205718
ENSG00000230522
ENSG00000237247
ENSG00000104880
ENSG00000268922
ENSG00000105220
ENSG00000269086
ENSG00000271109
ENSG00000232677
ENSG00000267053
ENSG00000226686
ENSG00000267605
ENSG00000267173
ENSG00000267188
ENSG00000267508
ENSG00000287001
ENSG00000099326
ENSG00000119574
ENSG00000130724
ENSG00000130725
ENSG00000130726
ENSG00000213753
ENSG00000264910
ENSG00000267858
ENSG00000269032
ENSG00000269600
ENSG00000275924
ENSG00000286104
ENSG00000186092
ENSG00000198744
ENSG00000222623
ENSG00000223181
ENSG00000223972
ENSG00000225630
ENSG00000225972
ENSG00000227232
ENSG00000228327
ENSG00000228463
ENSG00000229344
ENSG00000229376
ENSG00000229905
ENSG00000230021
ENSG00000233653
ENSG00000233750
ENSG00000235146
ENSG00000236601
ENSG00000236679
ENSG00000237094
ENSG00000237491
ENSG00000237613
ENSG00000237973
ENSG00000238009
ENSG00000239906
ENSG00000239945
ENSG00000240361
ENSG00000240409
ENSG00000241599
ENSG00000241860
ENSG00000243485
ENSG00000248527
ENSG00000250575
ENSG00000268020
ENSG00000268663
ENSG00000268903
ENSG00000269732
ENSG00000269981
ENSG00000273874
ENSG00000278267
ENSG00000278757
ENSG00000278791
ENSG00000279457
ENSG00000279928
ENSG00000284332
ENSG00000284662
ENSG00000284733
ENSG00000285268
ENSG00000286448
ENSG00000162669
ENSG00000174876
ENSG00000187733
ENSG00000227408
ENSG00000234441
ENSG00000237763
ENSG00000243480
ENSG00000203825
ENSG00000223495
ENSG00000235887
ENSG00000242943
ENSG00000252830
ENSG00000264145
ENSG00000274927
ENSG00000276118
ENSG00000277095
ENSG00000277702
ENSG00000283317
ENSG00000283360
ENSG00000227722
ENSG00000077522
ENSG00000233084
ENSG00000282826
ENSG00000282870
ENSG00000273590
ENSG00000273614
ENSG00000274046
ENSG00000274060
ENSG00000274276
ENSG00000274333
ENSG00000274484
ENSG00000274559
ENSG00000274790
ENSG00000274868
ENSG00000275215
ENSG00000275464
ENSG00000275496
ENSG00000275664
ENSG00000275692
ENSG00000275708
ENSG00000275895
ENSG00000275950
ENSG00000275993
ENSG00000276076
ENSG00000276077
ENSG00000276289
ENSG00000276546
ENSG00000276612
ENSG00000276902
ENSG00000277067
ENSG00000277117
ENSG00000277277
ENSG00000277379
ENSG00000277437
ENSG00000277671
ENSG00000277739
ENSG00000277777
ENSG00000277991
ENSG00000278189
ENSG00000278233
ENSG00000278775
ENSG00000278878
ENSG00000278884
ENSG00000278903
ENSG00000278927
ENSG00000278955
ENSG00000278961
ENSG00000278996
ENSG00000279064
ENSG00000279094
ENSG00000279177
ENSG00000279186
ENSG00000279226
ENSG00000279303
ENSG00000279477
ENSG00000279493
ENSG00000279647
ENSG00000279669
ENSG00000279687
ENSG00000279709
ENSG00000279728
ENSG00000279751
ENSG00000279769
ENSG00000279784
ENSG00000279788
ENSG00000279895
ENSG00000279967
ENSG00000279990
ENSG00000279998
ENSG00000280013
ENSG00000280018
ENSG00000280019
ENSG00000280071
ENSG00000280095
ENSG00000280145
ENSG00000280164
ENSG00000280172
ENSG00000280179
ENSG00000280191
ENSG00000280330
ENSG00000280346
ENSG00000280433
ENSG00000280441
ENSG00000280614
ENSG00000280800
ENSG00000281181
ENSG00000281383
ENSG00000284550
ENSG00000286012
ENSG00000286032
ENSG00000286054
ENSG00000286057
ENSG00000286091
ENSG00000286146
ENSG00000286148
ENSG00000286149
ENSG00000286155
ENSG00000286178
ENSG00000286252
ENSG00000286267
ENSG00000288187
ENSG00000275631
ENSG00000278932
ENSG00000279208
ENSG00000279211
ENSG00000279718
ENSG00000279864
ENSG00000286103
ENSG00000270533
ENSG00000280372
ENSG00000187172
ENSG00000273840
ENSG00000275592
ENSG00000275945
ENSG00000277693
ENSG00000278106
ENSG00000279062
ENSG00000279851
ENSG00000212932
ENSG00000226444
ENSG00000276871
ENSG00000277248
ENSG00000279973
ENSG00000283047
ENSG00000286406
ENSG00000283023
ENSG00000100033
ENSG00000161103
ENSG00000182824
ENSG00000183628
ENSG00000184979
ENSG00000187979
ENSG00000197421
ENSG00000215544
ENSG00000222630
ENSG00000234764
ENSG00000239989
ENSG00000273643
ENSG00000273907
ENSG00000274044
ENSG00000274252
ENSG00000274602
ENSG00000274625
ENSG00000275060
ENSG00000275319
ENSG00000275362
ENSG00000275793
ENSG00000276095
ENSG00000276160
ENSG00000276874
ENSG00000277017
ENSG00000277690
ENSG00000277870
ENSG00000278008
ENSG00000278044
ENSG00000278110
ENSG00000278558
ENSG00000279987
ENSG00000283809
ENSG00000284294
ENSG00000286175
ENSG00000188280
ENSG00000235578
ENSG00000133475
ENSG00000169635
ENSG00000169662
ENSG00000169668
ENSG00000183246
ENSG00000183506
ENSG00000185651
ENSG00000197210
ENSG00000200057
ENSG00000206140
ENSG00000206142
ENSG00000215498
ENSG00000222352
ENSG00000224688
ENSG00000226534
ENSG00000226885
ENSG00000229266
ENSG00000232771
ENSG00000234503
ENSG00000237407
ENSG00000239511
ENSG00000252020
ENSG00000252143
ENSG00000273846
ENSG00000274600
ENSG00000275840
ENSG00000276800
ENSG00000279920
ENSG00000283145
ENSG00000283972
ENSG00000286102
ENSG00000184319
ENSG00000172554
ENSG00000228613
ENSG00000231532
ENSG00000227718
ENSG00000230448
ENSG00000233005
ENSG00000230876
ENSG00000228262
ENSG00000282890
ENSG00000282998
ENSG00000249884
ENSG00000183281
ENSG00000187627
ENSG00000226114
ENSG00000231259
ENSG00000231351
ENSG00000233673
ENSG00000266931
ENSG00000285793
ENSG00000287931
ENSG00000204745
ENSG00000230395
ENSG00000125551
ENSG00000185304
ENSG00000214354
ENSG00000222041
ENSG00000224881
ENSG00000225933
ENSG00000229604
ENSG00000233671
ENSG00000233999
ENSG00000234231
ENSG00000265507
ENSG00000271097
ENSG00000273445
ENSG00000280721
ENSG00000281477
ENSG00000284879
ENSG00000287763
ENSG00000230006
ENSG00000232747
ENSG00000239571
ENSG00000239862
ENSG00000239975
ENSG00000242076
ENSG00000242371
ENSG00000243238
ENSG00000250036
ENSG00000251039
ENSG00000251546
ENSG00000253127
ENSG00000253158
ENSG00000253191
ENSG00000253461
ENSG00000253487
ENSG00000253501
ENSG00000253592
ENSG00000253860
ENSG00000253870
ENSG00000253999
ENSG00000254009
ENSG00000273962
ENSG00000276861
ENSG00000283132
ENSG00000283196
ENSG00000283214
ENSG00000283427
ENSG00000283659
ENSG00000143429
ENSG00000184303
ENSG00000222835
ENSG00000230572
ENSG00000230964
ENSG00000261600
ENSG00000265897
ENSG00000270999
ENSG00000271627
ENSG00000275490
ENSG00000278131
ENSG00000281904
ENSG00000214329
ENSG00000214330
ENSG00000227497
ENSG00000235235
ENSG00000237085
ENSG00000223816
ENSG00000235147
ENSG00000286156
ENSG00000174501
ENSG00000186281
ENSG00000231584
ENSG00000275961
ENSG00000135976
ENSG00000196912
ENSG00000230606
ENSG00000235833
ENSG00000237837
ENSG00000270187
ENSG00000270252
ENSG00000270450
ENSG00000271015
ENSG00000271351
ENSG00000271569
ENSG00000276050
ENSG00000277701
ENSG00000278537
ENSG00000278766
ENSG00000172985
ENSG00000015568
ENSG00000144063
ENSG00000186148
ENSG00000204588
ENSG00000225108
ENSG00000229730
ENSG00000235721
ENSG00000240069
ENSG00000256977
ENSG00000264979
ENSG00000265682
ENSG00000282033
ENSG00000283283
ENSG00000283684
ENSG00000284337
ENSG00000175701
ENSG00000175772
ENSG00000183054
ENSG00000184115
ENSG00000226065
ENSG00000226991
ENSG00000227574
ENSG00000230596
ENSG00000230650
ENSG00000231536
ENSG00000231583
ENSG00000256671
ENSG00000257207
ENSG00000261760
ENSG00000263881
ENSG00000273471
ENSG00000282304
ENSG00000282785
ENSG00000283167
ENSG00000172965
ENSG00000223973
ENSG00000226928
ENSG00000229118
ENSG00000240350
ENSG00000266139
ENSG00000270190
ENSG00000280878
ENSG00000285016
ENSG00000169629
ENSG00000236555
ENSG00000283698
ENSG00000136682
ENSG00000144134
ENSG00000144158
ENSG00000146556
ENSG00000184492
ENSG00000221055
ENSG00000225398
ENSG00000226516
ENSG00000231292
ENSG00000231943
ENSG00000234148
ENSG00000234997
ENSG00000236397
ENSG00000240356
ENSG00000272563
ENSG00000279267
ENSG00000287165
ENSG00000136698
ENSG00000152093
ENSG00000183292
ENSG00000184761
ENSG00000196834
ENSG00000214081
ENSG00000222038
ENSG00000223349
ENSG00000225341
ENSG00000225819
ENSG00000232408
ENSG00000240253
ENSG00000251757
ENSG00000251973
ENSG00000274711
ENSG00000277668
ENSG00000282944
ENSG00000163046
ENSG00000202174
ENSG00000221288
ENSG00000230803
ENSG00000233786
ENSG00000286833
ENSG00000168280
ENSG00000231079
ENSG00000225813
ENSG00000235724
ENSG00000234663
ENSG00000235726
ENSG00000176946
ENSG00000233806
ENSG00000280119
ENSG00000220804
ENSG00000224160
ENSG00000244528
ENSG00000271153
ENSG00000144455
ENSG00000235831
ENSG00000131375
ENSG00000230524
ENSG00000131373
ENSG00000169814
ENSG00000131386
ENSG00000183960
ENSG00000287069
ENSG00000151789
ENSG00000144642
ENSG00000076242
ENSG00000178567
ENSG00000008226
ENSG00000093217
ENSG00000144659
ENSG00000287780
ENSG00000170011
ENSG00000202517
ENSG00000280739
ENSG00000164061
ENSG00000164062
ENSG00000164068
ENSG00000173531
ENSG00000259970
ENSG00000145041
ENSG00000174844
ENSG00000151276
ENSG00000144741
ENSG00000183662
ENSG00000144747
ENSG00000244513
ENSG00000265355
ENSG00000114541
ENSG00000172969
ENSG00000227124
ENSG00000236138
ENSG00000241532
ENSG00000241622
ENSG00000242516
ENSG00000243422
ENSG00000282511
ENSG00000283894
ENSG00000266396
ENSG00000169855
ENSG00000044524
ENSG00000269028
ENSG00000080200
ENSG00000066422
ENSG00000114391
ENSG00000256628
ENSG00000286699
ENSG00000242759
ENSG00000163515
ENSG00000242242
ENSG00000163406
ENSG00000196981
ENSG00000242531
ENSG00000272758
ENSG00000138463
ENSG00000169087
ENSG00000144868
ENSG00000091527
ENSG00000240086
ENSG00000174564
ENSG00000249407
ENSG00000114107
ENSG00000175110
ENSG00000114805
ENSG00000169282
ENSG00000287916
ENSG00000241135
ENSG00000241544
ENSG00000243629
ENSG00000174891
ENSG00000163590
ENSG00000244128
ENSG00000173905
ENSG00000013293
ENSG00000285051
ENSG00000285218
ENSG00000163584
ENSG00000075651
ENSG00000177694
ENSG00000223715
ENSG00000228221
ENSG00000237978
ENSG00000078070
ENSG00000243368
ENSG00000114770
ENSG00000114279
ENSG00000145113
ENSG00000176945
ENSG00000207650
ENSG00000215837
ENSG00000224769
ENSG00000229178
ENSG00000242086
ENSG00000271662
ENSG00000282206
ENSG00000283426
ENSG00000072274
ENSG00000185485
ENSG00000231443
ENSG00000231464
ENSG00000239122
ENSG00000260261
ENSG00000286168
ENSG00000161217
ENSG00000228028
ENSG00000272741
ENSG00000119231
ENSG00000229912
ENSG00000235126
ENSG00000237167
ENSG00000145016
ENSG00000214135
ENSG00000236833
ENSG00000249626
ENSG00000273308
ENSG00000284146
ENSG00000286909
ENSG00000287286
ENSG00000213113
ENSG00000222792
ENSG00000226008
ENSG00000230304
ENSG00000232783
ENSG00000236246
ENSG00000236438
ENSG00000248302
ENSG00000272602
ENSG00000181215
ENSG00000196526
ENSG00000205946
ENSG00000223569
ENSG00000227140
ENSG00000227551
ENSG00000228856
ENSG00000229579
ENSG00000230430
ENSG00000231051
ENSG00000231637
ENSG00000232264
ENSG00000232399
ENSG00000233136
ENSG00000235780
ENSG00000248920
ENSG00000248933
ENSG00000249104
ENSG00000249482
ENSG00000249811
ENSG00000250231
ENSG00000250745
ENSG00000250844
ENSG00000250913
ENSG00000251694
ENSG00000288075
ENSG00000249241
ENSG00000232471
ENSG00000237961
ENSG00000248532
ENSG00000248583
ENSG00000248946
ENSG00000249079
ENSG00000249337
ENSG00000249828
ENSG00000250016
ENSG00000250753
ENSG00000250769
ENSG00000251056
ENSG00000251539
ENSG00000251630
ENSG00000268391
ENSG00000268736
ENSG00000268967
ENSG00000269848
ENSG00000280043
ENSG00000248128
ENSG00000249072
ENSG00000145390
ENSG00000164096
ENSG00000120519
ENSG00000245685
ENSG00000109536
ENSG00000199572
ENSG00000201145
ENSG00000224807
ENSG00000249462
ENSG00000250666
ENSG00000251297
ENSG00000271307
ENSG00000249003
ENSG00000258834
ENSG00000260596
ENSG00000261914
ENSG00000277162
ENSG00000280457
ENSG00000280757
ENSG00000280799
ENSG00000281058
ENSG00000281591
ENSG00000281627
ENSG00000281652
ENSG00000281720
ENSG00000282994
ENSG00000112877
ENSG00000049656
ENSG00000250974
ENSG00000248422
ENSG00000250088
ENSG00000283967
ENSG00000283988
ENSG00000284042
ENSG00000284234
ENSG00000284283
ENSG00000284356
ENSG00000284439
ENSG00000284465
ENSG00000183666
ENSG00000233974
ENSG00000279107
ENSG00000215156
ENSG00000215158
ENSG00000164588
ENSG00000164181
ENSG00000145736
ENSG00000172058
ENSG00000172062
ENSG00000179978
ENSG00000183474
ENSG00000196302
ENSG00000197822
ENSG00000198237
ENSG00000205571
ENSG00000205572
ENSG00000215630
ENSG00000226259
ENSG00000230847
ENSG00000235558
ENSG00000248477
ENSG00000248769
ENSG00000249230
ENSG00000249437
ENSG00000250138
ENSG00000250387
ENSG00000250687
ENSG00000251158
ENSG00000251634
ENSG00000253203
ENSG00000253333
ENSG00000253366
ENSG00000253492
ENSG00000253816
ENSG00000253900
ENSG00000254335
ENSG00000254701
ENSG00000269983
ENSG00000285151
ENSG00000285204
ENSG00000288349
ENSG00000049860
ENSG00000085365
ENSG00000113273
ENSG00000228716
ENSG00000271043
ENSG00000113391
ENSG00000185261
ENSG00000251340
ENSG00000251544
ENSG00000254132
ENSG00000270225
ENSG00000270230
ENSG00000270232
ENSG00000270307
ENSG00000270350
ENSG00000270388
ENSG00000270906
ENSG00000271207
ENSG00000271480
ENSG00000271687
ENSG00000274455
ENSG00000249476
ENSG00000152495
ENSG00000248268
ENSG00000080709
ENSG00000132570
ENSG00000198868
ENSG00000244921
ENSG00000247627
ENSG00000248923
ENSG00000249119
ENSG00000249192
ENSG00000263963
ENSG00000120725
ENSG00000156475
ENSG00000250407
ENSG00000249484
ENSG00000170624
ENSG00000145863
ENSG00000204764
ENSG00000051596
ENSG00000182230
ENSG00000248469
ENSG00000250801
ENSG00000250820
ENSG00000250992
ENSG00000272494
ENSG00000285476
ENSG00000074276
ENSG00000246596
ENSG00000249849
ENSG00000249129
ENSG00000249684
ENSG00000250101
ENSG00000280207
ENSG00000050767
ENSG00000146054
ENSG00000146063
ENSG00000183718
ENSG00000204628
ENSG00000213285
ENSG00000222533
ENSG00000230178
ENSG00000233937
ENSG00000238035
ENSG00000247049
ENSG00000248103
ENSG00000248275
ENSG00000248473
ENSG00000248514
ENSG00000250222
ENSG00000250765
ENSG00000250900
ENSG00000251035
ENSG00000264549
ENSG00000264732
ENSG00000272296
ENSG00000274525
ENSG00000274553
ENSG00000286310
ENSG00000286644
ENSG00000112679
ENSG00000287265
ENSG00000286785
ENSG00000261584
ENSG00000285571
ENSG00000124493
ENSG00000183826
ENSG00000164627
ENSG00000231881
ENSG00000237686
ENSG00000137225
ENSG00000170927
ENSG00000225096
ENSG00000255633
ENSG00000250686
ENSG00000112419
ENSG00000287092
ENSG00000215712
ENSG00000271040
ENSG00000198670
ENSG00000112584
ENSG00000273644
ENSG00000282572
ENSG00000283061
ENSG00000177706
ENSG00000249852
ENSG00000105963
ENSG00000240230
ENSG00000270957
ENSG00000243981
ENSG00000270749
ENSG00000233918
ENSG00000169894
ENSG00000274993
ENSG00000205277
ENSG00000005075
ENSG00000105808
ENSG00000168255
ENSG00000170667
ENSG00000173678
ENSG00000205236
ENSG00000205238
ENSG00000228049
ENSG00000233297
ENSG00000267368
ENSG00000267645
ENSG00000270249
ENSG00000279168
ENSG00000284981
ENSG00000285437
ENSG00000270672
ENSG00000050327
ENSG00000170356
ENSG00000204959
ENSG00000212807
ENSG00000213214
ENSG00000221970
ENSG00000225932
ENSG00000228960
ENSG00000243896
ENSG00000244198
ENSG00000244479
ENSG00000244693
ENSG00000284644
ENSG00000055609
ENSG00000253088
ENSG00000155093
ENSG00000126870
ENSG00000164871
ENSG00000171711
ENSG00000176782
ENSG00000176797
ENSG00000177023
ENSG00000177243
ENSG00000177257
ENSG00000177306
ENSG00000178287
ENSG00000186562
ENSG00000186572
